Server_Workload,Inlet_Temperature,Outlet_Temperature,Ambient_Temperature,Cooling_Unit_Power_Consumption,Chiller_Usage,AHU_Usage,Total_Energy_Cost,Temperature_Deviation,Cooling_Strategy_Action,Output,Energy_Efficiency
56.861605,20.517228,23.757371,22.773007,0.66,52.341889,48.590206,0.1,1.23,'Eco Mode',4,'\'(80.703871-90.144635]\''
11.596786,15.759823,20.281652,21.152393,0.39,20,46.021226,0.05,2.85,'Eco Mode',4,'\'(-inf-80.703871]\''
48.973249,21.08141,25.762864,24.142882,0.71,57.37443,49.223801,0.07,0.14,'Eco Mode',4,'\'(-inf-80.703871]\''
37.956369,18.113042,27.378853,24.17417,0.57,40.1775,49.809627,0.05,0.17,'Reduce AHU',1,'\'(-inf-80.703871]\''
52.644602,19.648808,28.884316,23.401273,0.62,48.904482,45.92044,0.09,0.6,'Increase Chiller',0,'\'(80.703871-90.144635]\''
80.143842,25.133825,28.973984,25.783774,0.94,88.780441,46.721578,0.09,1.78,'Reduce AHU',1,'\'(80.703871-90.144635]\''
65.098205,20.008827,24.778616,21.190758,0.74,67.151806,39.799387,0.08,2.81,'Reduce AHU',1,'\'(80.703871-90.144635]\''
78.574524,21.019905,29.199391,21.327318,0.78,68.920668,46.254501,0.06,2.67,'Boost All',3,'\'(90.144635-inf)\''
46.016205,20.554386,28.667285,21.280868,0.57,47.052454,38.730277,0.06,2.72,'Boost All',3,'\'(-inf-80.703871]\''
53.114191,21.287601,26.802527,18,0.54,45.850663,34.571487,0.06,6,Maintain,2,'\'(90.144635-inf)\''
53.374227,19.740405,26.095713,20.032447,0.54,43.806617,38.777124,0.05,3.97,Maintain,2,'\'(90.144635-inf)\''
87.344529,23.512881,28.94147,27.179093,1.02,93.28534,55.455017,0.15,3.18,'Reduce AHU',1,'\'(80.703871-90.144635]\''
39.082221,18.404487,19.617317,25.17408,0.63,44.802522,54.853088,0.09,1.17,'Boost All',3,'\'(-inf-80.703871]\''
47.341044,19.101768,25.824964,23.56402,0.58,43.637937,46.777844,0.07,0.44,'Increase Chiller',0,'\'(80.703871-90.144635]\''
100,25.003204,28.84289,27.150396,1.07,100,54.139255,0.11,3.15,'Boost All',3,'\'(90.144635-inf)\''
50.21614,20.653139,23.501727,25.045242,0.73,58.125215,52.646327,0.06,1.05,'Reduce AHU',1,'\'(-inf-80.703871]\''
59.241291,20.484101,22.953484,27.617156,0.73,59.135337,52.186414,0.08,3.62,'Reduce AHU',1,'\'(80.703871-90.144635]\''
72.342544,21.726164,27.199178,25.126217,0.78,65.011633,52.354141,0.09,1.13,'Reduce AHU',1,'\'(90.144635-inf)\''
55.027747,21.981989,25.796905,23.856639,0.67,53.840067,47.780863,0.1,0.14,'Boost All',3,'\'(80.703871-90.144635]\''
98.021697,24.768092,27.098442,20.884163,1.01,100,41.223937,0.14,3.12,'Boost All',3,'\'(90.144635-inf)\''
51.223714,20.311552,25.065541,26.558091,0.71,56.858728,51.126247,0.09,2.56,'Boost All',3,'\'(-inf-80.703871]\''
31.806697,19.599116,26.582951,25.882017,0.52,32.473996,52.481134,0.08,1.88,Maintain,2,'\'(-inf-80.703871]\''
76.261883,21.337535,28.089811,23.81616,0.89,79.076892,51.00747,0.09,0.18,'Increase Chiller',0,'\'(80.703871-90.144635]\''
86.812008,23.615715,26.515343,27.041592,0.93,84.598423,49.703094,0.1,3.04,'Reduce AHU',1,'\'(90.144635-inf)\''
36.604818,19.032203,20.760815,27.471291,0.63,41.933904,58.425136,0.08,3.47,'Boost All',3,'\'(-inf-80.703871]\''
37.154851,18.676979,27.764217,27.218181,0.53,32.7835,52.832205,0.07,3.22,'Increase Chiller',0,'\'(-inf-80.703871]\''
42.29524,21.070449,28.274646,25.010489,0.52,33.821343,50.874828,0.06,1.01,'Boost All',3,'\'(80.703871-90.144635]\''
97.986132,24.481292,29.325792,24.011146,1,96.729528,44.708928,0.15,0.01,'Increase Chiller',0,'\'(90.144635-inf)\''
41.432127,19.781126,25.274796,28.452808,0.7,49.713088,60.816543,0.09,4.45,'Eco Mode',4,'\'(-inf-80.703871]\''
92.633083,23.847334,31.17221,25.82533,1.07,100,54.907104,0.14,1.83,Maintain,2,'\'(80.703871-90.144635]\''
95.831836,24.059424,26.967728,24.206731,0.94,87.317824,48.23595,0.08,0.21,'Reduce AHU',1,'\'(90.144635-inf)\''
43.537362,17.59659,23.188465,28.258999,0.66,48.108466,54.510303,0.06,4.26,'Eco Mode',4,'\'(-inf-80.703871]\''
59.122011,22.078915,28.370083,23.998863,0.71,58.029818,48.522967,0.1,0,'Boost All',3,'\'(80.703871-90.144635]\''
60.876828,23.044778,24.846182,25.220541,0.73,56.887869,54.811994,0.07,1.22,'Eco Mode',4,'\'(80.703871-90.144635]\''
50.842141,18.642274,24.541099,23.061365,0.68,54.606921,47.775951,0.08,0.94,Maintain,2,'\'(-inf-80.703871]\''
80.36561,22.466564,23.60379,26.136826,0.93,80.518435,56.8219,0.1,2.14,'Boost All',3,'\'(80.703871-90.144635]\''
71.8877,22.867178,29.569691,19.332268,0.73,64.410227,43.658567,0.09,4.67,'Reduce AHU',1,'\'(90.144635-inf)\''
70.008102,21.620274,29.663866,22.192425,0.83,78.207899,41.522952,0.12,1.81,'Eco Mode',4,'\'(80.703871-90.144635]\''
46.171899,18.405592,26.246104,23.34655,0.61,44.417151,51.573564,0.06,0.65,'Increase Chiller',0,'\'(-inf-80.703871]\''
54.029859,18.242961,25.254923,23.873894,0.72,57.984026,52.054074,0.11,0.13,Maintain,2,'\'(-inf-80.703871]\''
35.311286,17.272788,20.459622,26.544119,0.49,30.047647,49.378123,0.06,2.54,'Increase Chiller',0,'\'(-inf-80.703871]\''
58.503199,20.460454,23.521884,21.503552,0.74,62.88701,46.536542,0.09,2.5,'Increase Chiller',0,'\'(-inf-80.703871]\''
50.975787,20.779258,24.704318,21.430089,0.64,56.090191,38.001773,0.05,2.57,'Increase Chiller',0,'\'(-inf-80.703871]\''
51.248004,19.648897,26.005027,25.863764,0.73,59.518229,50.591171,0.09,1.86,'Reduce AHU',1,'\'(-inf-80.703871]\''
32.25493,17.695267,23.311432,23.12526,0.59,42.22429,50.293806,0.06,0.87,'Increase Chiller',0,'\'(-inf-80.703871]\''
80.087646,22.688488,30.612957,26.81821,0.83,70.904485,53.172691,0.12,2.82,'Increase Chiller',0,'\'(90.144635-inf)\''
69.066519,24.149028,31.680556,25.013844,0.78,67.480245,48.006815,0.07,1.01,'Eco Mode',4,'\'(80.703871-90.144635]\''
75.593063,23.087386,28.866814,22.538316,0.9,85.517949,42.35002,0.1,1.46,Maintain,2,'\'(80.703871-90.144635]\''
60.522597,24.260162,29.400678,22.766044,0.74,61.2102,49.941766,0.1,1.23,Maintain,2,'\'(80.703871-90.144635]\''
44.525519,20.560246,30.077108,22.185196,0.49,36.486141,40.568066,0.06,1.81,Maintain,2,'\'(90.144635-inf)\''
57.457511,20.521651,27.675645,25.690464,0.71,54.461465,54.498643,0.1,1.69,'Increase Chiller',0,'\'(80.703871-90.144635]\''
51.758965,20.424382,27.283185,25.222309,0.66,51.21736,51.048944,0.08,1.22,Maintain,2,'\'(-inf-80.703871]\''
93.397462,24.091633,28.985108,19.576532,0.89,85.605484,40.378408,0.08,4.42,Maintain,2,'\'(90.144635-inf)\''
59.521835,22.422285,28.572161,18,0.72,68.393011,34.799644,0.1,6,'Boost All',3,'\'(80.703871-90.144635]\''
74.34472,23.303086,27.761823,24.238318,0.87,79.797195,45.941963,0.1,0.24,'Reduce AHU',1,'\'(80.703871-90.144635]\''
57.014456,21.545679,25.470659,21.890709,0.7,61.045001,41.614678,0.1,2.11,'Boost All',3,'\'(80.703871-90.144635]\''
63.756421,20.476692,24.881618,24.748484,0.77,64.243111,51.902538,0.06,0.75,'Reduce AHU',1,'\'(80.703871-90.144635]\''
92.216969,23.624832,27.243778,23.852542,1,95.182378,46.903264,0.14,0.15,'Eco Mode',4,'\'(90.144635-inf)\''
100,26.016285,26.297304,25.360937,1.06,99.431478,53.240686,0.11,1.36,'Eco Mode',4,'\'(90.144635-inf)\''
52.17819,19.12785,23.245575,30.499244,0.68,46.96166,60.259538,0.08,6.5,'Boost All',3,'\'(-inf-80.703871]\''
55.66067,22.267188,29.801509,21.150856,0.6,46.590349,45.269022,0.08,2.85,'Reduce AHU',1,'\'(90.144635-inf)\''
96.587734,24.253835,26.498099,23.520283,0.99,96.29912,44.898917,0.09,0.48,'Reduce AHU',1,'\'(90.144635-inf)\''
77.133512,23.632067,27.320169,24.062386,0.9,82.876611,48.252713,0.08,0.06,'Increase Chiller',0,'\'(80.703871-90.144635]\''
75.432146,23.926864,30.002293,27.495238,0.92,80.804961,54.282731,0.13,3.5,'Reduce AHU',1,'\'(80.703871-90.144635]\''
33.023654,20.098679,24.611239,22.741007,0.42,27.00538,40.786874,0.04,1.26,'Boost All',3,'\'(-inf-80.703871]\''
62.511823,22.10522,24.817652,22.351686,0.71,60.189891,46.384358,0.08,1.65,'Eco Mode',4,'\'(80.703871-90.144635]\''
54.987785,21.050327,23.212991,25.372946,0.63,49.685414,47.124252,0.06,1.37,Maintain,2,'\'(80.703871-90.144635]\''
51.934629,19.245449,22.005942,26.039966,0.62,45.908663,49.80313,0.09,2.04,'Boost All',3,'\'(80.703871-90.144635]\''
51.387724,21.276639,26.964584,26.508055,0.65,46.258042,55.273275,0.08,2.51,'Increase Chiller',0,'\'(-inf-80.703871]\''
31.102607,17.186614,24.531922,25.842122,0.47,25.303315,53.52694,0.06,1.84,Maintain,2,'\'(-inf-80.703871]\''
70.121023,21.831565,29.210078,20.576789,0.79,73.47297,39.554253,0.1,3.42,'Eco Mode',4,'\'(80.703871-90.144635]\''
38.781239,19.640496,25.422543,28.741111,0.6,40.843287,54.820925,0.08,4.74,Maintain,2,'\'(-inf-80.703871]\''
93.067275,22.725585,26.79574,21.50489,0.97,92.320232,46.896825,0.12,2.5,'Eco Mode',4,'\'(90.144635-inf)\''
68.880722,23.614102,28.322805,23.96967,0.71,59.926826,46.535325,0.07,0.03,'Increase Chiller',0,'\'(90.144635-inf)\''
45.761919,18.770362,18.770362,26.390493,0.63,43.831829,55.549726,0.06,2.39,'Eco Mode',4,'\'(-inf-80.703871]\''
61.479359,21.671762,25.962505,25.570628,0.72,56.744763,54.081581,0.06,1.57,'Reduce AHU',1,'\'(80.703871-90.144635]\''
55.18719,20.291158,23.556411,24.350871,0.71,60.055669,46.065206,0.1,0.35,'Increase Chiller',0,'\'(-inf-80.703871]\''
53.718789,20.179428,27.247541,23.778585,0.63,52.142667,43.328026,0.07,0.22,'Boost All',3,'\'(80.703871-90.144635]\''
46.004655,17.728684,25.741048,23.774041,0.61,45.511991,48.860391,0.05,0.23,'Eco Mode',4,'\'(-inf-80.703871]\''
100,27.4404,35.070035,19.261082,0.99,100,37.385081,0.13,4.74,'Increase Chiller',0,'\'(90.144635-inf)\''
87.26591,25.746509,28.126429,22.44313,0.95,90.007995,46.447093,0.11,1.56,'Increase Chiller',0,'\'(90.144635-inf)\''
100,26.333146,33.275448,18,0.95,97.383048,34.318619,0.09,6,Maintain,2,'\'(90.144635-inf)\''
47.668545,18.462771,25.847632,22.548527,0.55,40.775296,45.674316,0.06,1.45,'Eco Mode',4,'\'(80.703871-90.144635]\''
88.782342,23.721614,27.612127,25.088926,0.9,81.420846,49.471148,0.11,1.09,'Increase Chiller',0,'\'(90.144635-inf)\''
66.803766,22.527322,27.77868,23.996591,0.74,60.96247,50.641512,0.09,0,'Increase Chiller',0,'\'(90.144635-inf)\''
62.070369,21.038034,25.427321,21.188853,0.68,59.556521,41.259155,0.06,2.81,'Increase Chiller',0,'\'(90.144635-inf)\''
61.835413,21.590593,26.971188,27.503333,0.84,71.82055,53.123591,0.11,3.5,Maintain,2,'\'(-inf-80.703871]\''
46.522205,20.176163,25.979456,21.521466,0.58,45.338644,42.674208,0.05,2.48,'Boost All',3,'\'(-inf-80.703871]\''
63.343198,21.497462,27.979817,19.728449,0.75,72.098631,34.623134,0.11,4.27,'Boost All',3,'\'(80.703871-90.144635]\''
83.310144,23.147224,27.985994,27.113487,1,92.456836,51.593752,0.13,3.11,'Eco Mode',4,'\'(80.703871-90.144635]\''
42.788868,18.757766,22.373107,20.76639,0.58,45.515491,43.242496,0.05,3.23,'Increase Chiller',0,'\'(-inf-80.703871]\''
84.656632,23.284343,30.696598,27.501047,0.93,80.855377,56.2267,0.12,3.5,'Eco Mode',4,'\'(90.144635-inf)\''
22.348443,17.137255,25.895675,32.96111,0.47,20,61.656447,0.06,8.96,'Reduce AHU',1,'\'(-inf-80.703871]\''
52.536049,19.791638,28.276216,20.05909,0.68,57.017431,44.875252,0.07,3.94,'Boost All',3,'\'(-inf-80.703871]\''
62.822852,20.2754,22.880902,24.90635,0.68,53.377547,51.076456,0.07,0.91,'Increase Chiller',0,'\'(90.144635-inf)\''
56.708744,20.238016,25.70251,21.970922,0.67,57.380236,43.00207,0.07,2.03,'Eco Mode',4,'\'(80.703871-90.144635]\''
77.125548,23.265343,27.335452,24.748479,0.82,73.895119,45.271583,0.09,0.75,'Increase Chiller',0,'\'(90.144635-inf)\''
69.780599,23.279405,28.41175,18.555881,0.69,63.332441,37.582994,0.09,5.44,'Increase Chiller',0,'\'(90.144635-inf)\''
100,26.133995,30.430887,27.812294,1.07,98.691129,55.532413,0.12,3.81,'Eco Mode',4,'\'(90.144635-inf)\''
72.620181,21.622016,27.988725,25.966883,0.84,75.115375,48.485634,0.1,1.97,'Increase Chiller',0,'\'(80.703871-90.144635]\''
68.48911,20.081745,20.081745,25.683314,0.84,71.068821,54.905744,0.07,1.68,'Eco Mode',4,'\'(80.703871-90.144635]\''
57.303923,22.932062,27.818773,26.15752,0.77,63.123857,52.216826,0.09,2.16,'Boost All',3,'\'(-inf-80.703871]\''
48.05222,19.384002,24.77321,24.094055,0.67,51.198994,51.276758,0.08,0.09,'Eco Mode',4,'\'(-inf-80.703871]\''
83.310175,23.331648,26.047743,25.43463,0.98,88.832062,53.122851,0.13,1.43,'Eco Mode',4,'\'(80.703871-90.144635]\''
82.865443,21.691369,26.599815,21.924973,0.93,89.854542,42.308448,0.08,2.08,'Boost All',3,'\'(80.703871-90.144635]\''
40.382738,18.619163,22.943235,27.338957,0.68,48.584605,59.257346,0.08,3.34,'Increase Chiller',0,'\'(-inf-80.703871]\''
83.017204,22.388669,28.94919,24.68466,0.9,80.174424,52.477249,0.08,0.68,'Boost All',3,'\'(90.144635-inf)\''
72.232876,21.581179,24.786818,23.767513,0.75,62.364288,50.206698,0.07,0.23,'Boost All',3,'\'(90.144635-inf)\''
67.825193,21.379562,24.986808,28.291559,0.86,73.376772,54.532151,0.1,4.29,'Reduce AHU',1,'\'(-inf-80.703871]\''
33.430247,17.85533,24.992129,25.391237,0.51,33.797613,48.392047,0.05,1.39,'Increase Chiller',0,'\'(-inf-80.703871]\''
41.83223,18.526633,19.878167,21.406902,0.52,38.819216,41.56122,0.06,2.59,'Increase Chiller',0,'\'(-inf-80.703871]\''
39.901671,18.648355,22.386812,27.07952,0.67,48.33125,56.976875,0.06,3.08,'Boost All',3,'\'(-inf-80.703871]\''
81.337353,23.546005,29.467501,22.427299,0.84,78.634694,43.074589,0.08,1.57,Maintain,2,'\'(90.144635-inf)\''
59.522767,21.103068,24.560412,23.622991,0.63,51.824402,43.686366,0.06,0.38,'Boost All',3,'\'(90.144635-inf)\''
39.913776,18.612017,24.344134,21.898581,0.6,45.234834,48.608725,0.08,2.1,'Reduce AHU',1,'\'(-inf-80.703871]\''
100,25.429539,29.401176,19.936627,1.01,100,42.782669,0.15,4.06,'Eco Mode',4,'\'(90.144635-inf)\''
54.942908,20.121792,27.301233,22.122831,0.56,45.507297,39.774785,0.08,1.88,'Reduce AHU',1,'\'(90.144635-inf)\''
99.596214,25.560724,28.63948,24.052248,1.06,100,51.910837,0.11,0.05,Maintain,2,'\'(90.144635-inf)\''
41.532938,17.654569,25.595318,25.508049,0.61,46.791238,46.201432,0.07,1.51,Maintain,2,'\'(-inf-80.703871]\''
65.603944,21.911424,24.683111,26.912132,0.82,66.025854,58.623687,0.07,2.91,'Increase Chiller',0,'\'(-inf-80.703871]\''
73.771686,22.890619,28.661989,24.64141,0.76,67.590438,44.683464,0.09,0.64,'Eco Mode',4,'\'(90.144635-inf)\''
47.67647,21.18982,27.547071,19.820789,0.57,46.304287,40.04488,0.07,4.18,'Reduce AHU',1,'\'(80.703871-90.144635]\''
20.535869,17.73247,20.112749,26.124944,0.45,20,57.202943,0.04,2.12,'Boost All',3,'\'(-inf-80.703871]\''
35.346427,18.30292,23.801906,22.806604,0.48,32.197669,44.838115,0.05,1.19,'Reduce AHU',1,'\'(-inf-80.703871]\''
90.353077,24.923664,30.677736,28.314685,1.05,95.519238,57.237677,0.13,4.31,'Boost All',3,'\'(80.703871-90.144635]\''
83.809973,23.579823,29.997151,22.990048,0.85,77.758232,44.716106,0.1,1.01,'Increase Chiller',0,'\'(90.144635-inf)\''
76.031817,21.236993,25.872854,21.207707,0.81,72.959514,46.082933,0.08,2.79,'Reduce AHU',1,'\'(90.144635-inf)\''
14.797219,16.541689,19.120539,22.214669,0.39,20,45.835889,0.03,1.79,Maintain,2,'\'(-inf-80.703871]\''
55.146397,21.990812,26.742287,28.24925,0.78,64.208505,53.525941,0.09,4.25,'Eco Mode',4,'\'(-inf-80.703871]\''
49.330025,19.320739,20.878771,19.728193,0.61,55.002321,34.810791,0.08,4.27,'Increase Chiller',0,'\'(80.703871-90.144635]\''
81.570153,22.580857,27.189657,23.66608,0.94,86.715647,49.911737,0.11,0.33,Maintain,2,'\'(80.703871-90.144635]\''
77.25308,23.646402,28.39091,23.891148,0.86,74.411878,52.39385,0.12,0.11,Maintain,2,'\'(80.703871-90.144635]\''
83.22655,23.950242,29.53313,24.147987,0.89,82.138023,47.458377,0.09,0.15,'Increase Chiller',0,'\'(90.144635-inf)\''
81.851803,24.796458,28.962707,24.002956,0.91,83.254464,48.431697,0.1,0,'Boost All',3,'\'(80.703871-90.144635]\''
71.600077,22.310014,29.042896,24.074288,0.74,65.131496,43.788216,0.07,0.07,'Boost All',3,'\'(90.144635-inf)\''
76.508925,22.059621,25.799579,25.636375,0.81,72.026482,46.541857,0.11,1.64,'Eco Mode',4,'\'(90.144635-inf)\''
40.896724,20.04395,25.332518,30.277448,0.62,39.338737,61.788723,0.08,6.28,Maintain,2,'\'(-inf-80.703871]\''
94.030892,23.368232,28.218597,28.769916,1.03,92.866547,57.465432,0.14,4.77,'Reduce AHU',1,'\'(90.144635-inf)\''
47.998863,17.184816,23.508521,22.963185,0.54,39.217753,44.845437,0.07,1.04,'Reduce AHU',1,'\'(80.703871-90.144635]\''
92.133936,23.789735,32.785516,25.256267,1.03,94.192609,55.210875,0.1,1.26,Maintain,2,'\'(80.703871-90.144635]\''
64.007451,22.420146,29.274054,25.211947,0.77,64.284816,50.726403,0.1,1.21,'Boost All',3,'\'(80.703871-90.144635]\''
86.959741,22.751695,27.120022,30.095846,0.94,81.699574,56.401211,0.12,6.1,'Eco Mode',4,'\'(90.144635-inf)\''
84.183203,24.455341,27.925507,25.590899,0.89,76.705347,55.189294,0.08,1.59,'Increase Chiller',0,'\'(90.144635-inf)\''
74.47053,22.312721,22.624982,24.15419,0.87,76.914444,50.816265,0.09,0.15,'Reduce AHU',1,'\'(80.703871-90.144635]\''
78.78169,24.113322,27.348324,22.565265,0.83,75.822586,45.390924,0.07,1.43,'Increase Chiller',0,'\'(90.144635-inf)\''
65.694829,21.628408,28.788733,27.259299,0.82,70.259159,50.887189,0.07,3.26,'Increase Chiller',0,'\'(-inf-80.703871]\''
66.917202,20.908361,27.148601,24.613871,0.76,63.503858,49.423817,0.07,0.61,'Increase Chiller',0,'\'(80.703871-90.144635]\''
76.523131,22.487258,26.650628,24.81428,0.85,77.975472,45.626118,0.09,0.81,'Eco Mode',4,'\'(80.703871-90.144635]\''
82.401196,22.922676,28.748657,24.136833,1,92.013474,52.963418,0.1,0.14,'Eco Mode',4,'\'(80.703871-90.144635]\''
63.466325,20.187753,26.700516,19.882843,0.68,61.111214,37.393034,0.1,4.12,'Increase Chiller',0,'\'(90.144635-inf)\''
72.198782,21.654417,31.403998,24.872145,0.89,81.188861,47.789184,0.12,0.87,Maintain,2,'\'(80.703871-90.144635]\''
88.054071,23.615569,24.919034,22.591079,0.96,89.80482,48.134163,0.11,1.41,'Boost All',3,'\'(90.144635-inf)\''
97.525892,23.902696,27.423476,23.272069,1.02,100,44.045104,0.11,0.73,'Increase Chiller',0,'\'(90.144635-inf)\''
90.186503,22.941119,29.594845,19.260062,0.99,99.867283,38.890821,0.08,4.74,'Increase Chiller',0,'\'(90.144635-inf)\''
51.422969,19.218705,25.157039,26.710513,0.72,58.820865,49.228326,0.1,2.71,'Boost All',3,'\'(-inf-80.703871]\''
58.230736,21.222693,30.075602,20.937833,0.7,64.592939,36.965088,0.06,3.06,'Eco Mode',4,'\'(80.703871-90.144635]\''
36.818306,18.05174,25.430999,19.096038,0.57,45.010911,42.116742,0.06,4.9,'Eco Mode',4,'\'(-inf-80.703871]\''
55.565912,20.431628,20.50149,22.097027,0.69,60.69351,41.388551,0.06,1.9,'Boost All',3,'\'(-inf-80.703871]\''
37.58924,17.851575,18.054897,25.473056,0.53,32.917053,53.244636,0.05,1.47,'Eco Mode',4,'\'(-inf-80.703871]\''
95.457688,24.520365,32.003535,21.566644,1.02,98.022005,47.6347,0.09,2.43,'Reduce AHU',1,'\'(90.144635-inf)\''
39.15451,20.080456,23.572937,26.805043,0.62,44.063837,54.024084,0.07,2.81,'Eco Mode',4,'\'(-inf-80.703871]\''
79.595088,22.157579,25.695185,25.326689,0.93,85.655897,48.185034,0.1,1.33,'Reduce AHU',1,'\'(80.703871-90.144635]\''
75.67458,22.030366,26.263196,23.525893,0.78,66.51827,48.677964,0.09,0.47,'Reduce AHU',1,'\'(90.144635-inf)\''
60.140169,19.484391,24.689732,22.300247,0.65,53.680887,44.613165,0.07,1.7,'Boost All',3,'\'(90.144635-inf)\''
77.648713,22.027914,27.647743,27.633585,0.85,74.277573,50.420358,0.07,3.63,'Eco Mode',4,'\'(90.144635-inf)\''
17.894827,16.69388,20.998659,22.370498,0.4,21.729538,44.377323,0.03,1.63,'Reduce AHU',1,'\'(-inf-80.703871]\''
71.02604,21.207066,29.042419,28.618582,0.86,68.230799,61.972062,0.09,4.62,Maintain,2,'\'(80.703871-90.144635]\''
70.232607,19.892885,25.667566,18,0.73,70.878103,31.695336,0.1,6,'Increase Chiller',0,'\'(90.144635-inf)\''
10,15.990456,21.949029,19.653173,0.37,20,41.372995,0.05,4.35,Maintain,2,'\'(-inf-80.703871]\''
100,25.951837,34.198235,25.114518,1.05,100,50.956015,0.14,1.11,Maintain,2,'\'(90.144635-inf)\''
88.108909,23.643006,29.722577,26.259787,0.9,80.892432,49.875824,0.08,2.26,Maintain,2,'\'(90.144635-inf)\''
62.790593,20.899618,27.05334,24.215941,0.73,63.944036,43.558352,0.1,0.22,Maintain,2,'\'(80.703871-90.144635]\''
65.000834,22.049907,24.593206,19.215626,0.64,55.622778,39.831497,0.07,4.78,'Increase Chiller',0,'\'(90.144635-inf)\''
47.014435,19.706292,23.514695,24.627611,0.63,46.70952,51.197505,0.07,0.63,'Increase Chiller',0,'\'(-inf-80.703871]\''
38.616219,19.513986,22.097002,24.967003,0.52,32.961888,50.524076,0.05,0.97,'Reduce AHU',1,'\'(-inf-80.703871]\''
51.073142,18.656078,24.564161,24.287154,0.62,47.89916,48.167482,0.06,0.29,'Increase Chiller',0,'\'(80.703871-90.144635]\''
48.990407,20.870735,25.482068,24.58397,0.69,53.862259,52.251661,0.08,0.58,'Eco Mode',4,'\'(-inf-80.703871]\''
83.066489,21.540361,24.838307,23.922139,0.95,87.558344,49.687621,0.09,0.08,'Boost All',3,'\'(80.703871-90.144635]\''
70.547897,20.918162,26.490833,28.643315,0.92,77.870869,59.346978,0.1,4.64,'Eco Mode',4,'\'(-inf-80.703871]\''
43.921649,17.60224,22.030474,24.441545,0.54,39.539657,45.184617,0.05,0.44,'Reduce AHU',1,'\'(80.703871-90.144635]\''
93.703057,23.05339,27.840118,20.343372,0.9,87.165308,40.872579,0.12,3.66,'Reduce AHU',1,'\'(90.144635-inf)\''
57.033123,19.124028,24.822613,28.322748,0.66,47.65109,56.701694,0.09,4.32,'Reduce AHU',1,'\'(80.703871-90.144635]\''
30.244349,17.610134,21.00699,24.749806,0.56,38.475363,50.464066,0.05,0.75,'Increase Chiller',0,'\'(-inf-80.703871]\''
76.951627,22.800782,28.686507,24.770832,0.91,82.570648,49.487013,0.08,0.77,Maintain,2,'\'(80.703871-90.144635]\''
52.684761,20.611139,28.152975,25.618812,0.62,46.075326,50.271096,0.08,1.62,Maintain,2,'\'(80.703871-90.144635]\''
50.144644,19.750863,29.24739,25.122376,0.75,59.714099,53.973664,0.08,1.12,'Eco Mode',4,'\'(-inf-80.703871]\''
82.519953,24.106376,31.670427,18,0.82,78.658288,38.467679,0.07,6,'Boost All',3,'\'(90.144635-inf)\''
77.133249,22.996566,28.070286,23.888105,0.91,84.890913,46.568558,0.12,0.11,'Eco Mode',4,'\'(80.703871-90.144635]\''
49.643211,21.428245,22.43418,29.032359,0.64,44.789186,55.399128,0.09,5.03,'Reduce AHU',1,'\'(-inf-80.703871]\''
96.025903,22.294265,26.954931,27.08136,1.08,100,56.248323,0.1,3.08,'Reduce AHU',1,'\'(80.703871-90.144635]\''
51.213039,20.013333,25.62541,23.098775,0.64,50.045253,48.526288,0.06,0.9,'Increase Chiller',0,'\'(-inf-80.703871]\''
